 64   10.90000   10.90000   10.90000   9.9000     0.50000 0.50000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 65   12.00000   12.00000   12.00000   9.8700     0.23000 0.23000    0.0  0.0  BARTENEV 74B     YF 22, 317
 66   12.00000   12.00000   12.00000   9.8500     0.20000 0.20000    0.0  0.0  BLOBEL 73F       NP B69, 454
 67   12.10000   12.10000   12.10000   10.400     1.7000  1.7000     0.0  0.0  DIDDENS 62       PRL 9, 108
 68   12.80000   12.80000   12.80000   10.890     0.30000 0.30000    0.0  0.0  FOLEY 63         PRL 11, 425
 69   13.20000   13.20000   13.20000   8.8700     0.29000 0.29000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 70   14.80000   14.80000   14.80000   10.480     0.32000 0.32000    0.0  0.0  FOLEY 63         PRL 11, 425
 71   14.90877   14.90877   14.90877   11.000     4.0000  4.0000     0.0  0.0  CSEJTHEY 64      NC 32, 545
 72   15.00000   15.00000   15.00000   8.1300     0.30000 0.30000    0.0  0.0  ANDERSON 70      PRL 25, 699
 73   15.10000   14.94900   15.25100   9.7000     0.50000 0.50000    15.  15.  EDELSTEIN 72     PR D5, 1073
 74   15.50000   15.50000   15.50000   9.2000     1.4000  1.4000     0.0  0.0  DIDDENS 62       PRL 9, 108
 75   15.50000   15.50000   15.50000   8.7500     0.29000 0.29000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 76   16.20000   16.20000   16.20000   9.3600     0.49000 0.49000    0.0  0.0  GNAT 73          NP B54, 333
 77   16.70000   16.70000   16.70000   9.7400     0.37000 0.37000    0.0  0.0  FOLEY 63         PRL 11, 425
 78   18.60000   18.60000   18.60000   10.200     1.8000  1.8000     0.0  0.0  DIDDENS 62       PRL 9, 108
 79   18.90000   18.90000   18.90000   8.5900     0.17000 0.17000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 80   19.00000   19.00000   19.00000   8.7000     0.50000 0.50000    0.0  0.0  BOGGILD 69       PL 30B, 369
 81   19.20000   19.20000   19.20000   9.4000     1.3000  1.3000     0.0  0.0  BULL 63          PR 130, 1182
 82   19.60000   19.60000   19.60000   9.6400     0.44000 0.44000    0.0  0.0  FOLEY 63         PRL 11, 425
 83   20.00000   19.80000   20.20000   9.0000     0.50000 0.50000    15.  15.  EDELSTEIN 72     PR D5, 1073
 84   21.40000   21.40000   21.40000   8.0000     1.6000  1.6000     0.0  0.0  DIDDENS 62       PRL 9, 108
 85   21.70000   21.70000   21.70000   8.1500     0.16000 0.16000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 86   23.50000   23.50000   23.50000   8.3000     1.2000  0.70000    0.0  0.0  CZAPEK 62        PL 1, 226
 87   24.00000   24.00000   24.00000   8.3000     0.20000 0.20000    0.0  0.0  BLOBEL 73F       NP B69, 454
 88   24.50000   24.50000   24.50000   8.8000     0.30000 0.30000    0.0  0.0  BREITENLOHNE 63  PL 7, 73
 89   24.60000   24.60000   24.60000   8.0200     0.16000 0.16000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 90   26.20000   26.20000   26.20000   9.8000     2.2000  2.2000     0.0  0.0  DIDDENS 62       PRL 9, 108
 91   27.50000   27.50000   27.50000   7.9600     0.15000 0.15000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 92   29.70000   29.40300   29.99700   8.2000     0.60000 0.60000    15.  15.  EDELSTEIN 72     PR D5, 1073
 93   30.00000   30.00000   30.00000   7.7000     0.20000 0.20000    0.0  0.0  GESHKOV 76       PR D13, 1846
 94   30.50000   30.50000   30.50000   7.8700     0.14000 0.14000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 95   33.30000   33.30000   33.30000   7.6600     0.14000 0.14000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 96   36.20000   36.20000   36.20000   7.7000     0.11000 0.11000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 97   38.00000   38.00000   38.00000   7.6000     0.10000 0.10000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 98   40.60000   40.60000   40.60000   7.5200     0.11000 0.11000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 99   45.20000   45.20000   45.20000   7.4000     0.11000 0.11000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 100  50.00000   49.70000   50.30000   7.6100     0.29000 0.29000    0.0  0.0  AYRES 76D        PR D15, 3105
 101  50.00000   50.00000   50.00000   7.0000     0.20000 0.20000    0.0  0.0  GESHKOV 76       PR D13, 1846
 102  50.00000   50.00000   50.00000   7.5600     0.12000 0.12000    0.0  0.0  BARTENEV 74B     YF 22, 317
 103  50.60000   50.60000   50.60000   7.4800     0.12000 0.12000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 104  52.10000   52.10000   52.10000   7.3300     0.12000 0.12000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 105  54.40000   54.40000   54.40000   7.2300     0.11000 0.11000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 106  57.00000   57.00000   57.00000   7.2100     0.10000 0.10000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 107  58.00000   58.00000   58.00000   7.4900     8.0E-02 8.0E-02    0.0  0.0  BARTENEV 74B     YF 22, 317
 108  60.00000   60.00000   60.00000   6.6000     0.70000 0.70000    0.0  0.0  BROMBERG 76B     PR D15, 64
 109  60.20000   60.20000   60.20000   7.2500     0.10000 0.10000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 110  63.50000   63.50000   63.50000   6.8900     9.0E-02 9.0E-02    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 111  66.10000   66.10000   66.10000   7.0700     9.0E-02 9.0E-02    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 112  69.20000   69.20000   69.20000   6.8600     9.0E-02 9.0E-02    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 113  69.80001   69.80001   69.80001   6.8600     0.10000 0.10000    3.5  3.5  BEZNOGIKH 72D    PL 43B, 85
 114  70.00000   69.58000   70.42002   7.4100     0.31000 0.31000    0.0  0.0  AYRES 76D        PR D15, 3105
 115  70.00000   70.00000   70.00000   7.1000     0.20000 0.20000    0.0  0.0  GESHKOV 76       PR D13, 1846
 116  100.00000  99.40000   100.60000  7.0700     0.35000 0.35000    0.0  0.0  AYRES 76D        PR D15, 3105
 117  100.00000  100.00000  100.00000  7.0800     9.0E-02 9.0E-02    0.0  0.0  BARTENEV 74B     YF 22, 317
 118  102.00000  102.00000  102.00000  6.9000     1.0000  1.0000     0.0  0.0  CHAPMAN 72B      PRL 29, 1686
 119  140.00000  139.16000  140.83999  7.0000     0.28000 0.28000    0.0  0.0  AYRES 76D        PR D15, 3105
 120  147.00000  147.00000  147.00000  6.8500     0.24000 0.24000    0.0  0.0  BRICK 82E        PR D25, 2794
 121  150.00000  150.00000  150.00000  6.9700     0.11000 0.11000    0.0  0.0  BARTENEV 74B     YF 22, 317
 122  175.00000  173.94999  176.05000  7.0600     0.28000 0.28000    0.0  0.0  AYRES 76D        PR D15, 3105
 123  200.00000  200.00000  200.00000  6.8700     0.13000 0.13000    0.0  0.0  SCHIZ 79B        PR D24, 26
 124  200.00000  200.00000  200.00000  6.9500     8.0E-02 8.0E-02    0.0  0.0  BARTENEV 74B     YF 22, 317
 125  205.00000  205.00000  205.00000  6.9200     0.44000 0.44000    0.0  0.0  BARISH 74        PR D9, 2689
 126  205.00000  205.00000  205.00000  6.9200     0.44000 0.44000    0.0  0.0  BARISH 74I       PR D9, 1171
 127  250.00000  250.00000  250.00000  6.7800     0.23000 0.23000    0.0  0.0  ADAMUS 87D       YF 47, 722
 128  293.35186  293.35186  293.35186  6.7000     0.30000 0.30000    0.0  0.0  AMALDI 73C       PL 43B, 231
 129  293.35186  293.35186  293.35186  6.8200     8.0E-02 8.0E-02    0.0  0.0  BAKSAY 78        NP B141, 1
 130  293.35186  293.35186  293.35186  6.8000     0.20000 0.20000    4.4  4.4  AMALDI 73E       PL 44B, 112
 131  293.35186  293.35186  293.35186  6.8100     0.19000 0.19000    4.0  4.0  AMOS 85          NP B262, 689
 132  300.00000  300.00000  300.00000  7.2900     0.16000 0.16000    0.0  0.0  BARTENEV 74B     YF 22, 317
 133  300.00000  298.50000  301.50000  7.8900     0.52000 0.52000    0.0  0.0  FIRESTONE 74     PR D10, 2080
 134  303.00000  303.00000  303.00000  7.2000     0.40000 0.40000    0.0  0.0  DAO 72           PRL 29, 1627
 135  491.54168  491.54168  491.54168  6.8000     0.60000 0.60000    0.0  0.0  HOLDER 71        PL 35B, 361
 136  498.04302  498.04302  498.04302  6.9000     0.40000 0.40000    0.0  0.0  AMALDI 73C       PL 43B, 231
 137  498.04302  498.04302  498.04302  7.3900     8.0E-02 8.0E-02    0.0  0.0  BAKSAY 78        NP B141, 1
 138  498.04302  498.04302  498.04302  7.0000     0.20000 0.20000    4.3  4.3  AMALDI 73E       PL 44B, 112
 139  498.04302  498.04302  498.04302  6.7500     0.17000 0.17000    4.0  4.0  AMOS 85          NP B262, 689
 140  1073.38439 1073.38439 1073.38439 7.4500     8.0E-02 8.0E-02    0.0  0.0  BAKSAY 78        NP B141, 1
 141  1073.38439 1073.38439 1073.38439 7.5000     0.30000 0.30000    4.0  4.0  AMALDI 73E       PL 44B, 112
 142  1484.68920 1484.68920 1484.68920 7.7900     0.13000 0.13000    1.4  1.4  AMBROSIO 82B     PL 115B, 495
 143  1484.68920 1484.68920 1484.68920 7.5600     8.0E-02 8.0E-02    0.0  0.0  BAKSAY 78        NP B141, 1
 144  1484.68920 1484.68920 1484.68920 7.6000     0.30000 0.30000    3.9  3.9  AMALDI 73E       PL 44B, 112
 145  1484.68920 1484.68920 1484.68920 7.1700     9.0E-02 9.0E-02    4.0  4.0  AMOS 85          NP B262, 689
 146  2067.38403 2067.38403 2067.38403 7.5100     0.19000 0.19000    4.0  4.0  AMOS 85          NP B262, 689
 147  2080.68530 2080.68530 2080.68530 7.7700     0.10000 0.10000    0.0  0.0  BAKSAY 78        NP B141, 1
 148  2.6112E+07 2.6112E+07 2.6112E+07 25.430     1.10000 1.10000    0.0  0.0  ANTCHEV 13       EPL 101, 21002
 149  3.4104E+07 3.4104E+07 3.4104E+07 27.100     1.40000 1.40000    0.0  0.0  ANTCHEV 13       PRL 111, 012001
 
